PERSONID,RECORDACTIVITYDATE,TESTSCORE,TESTSCORETYPERAW,TESTDATE
35779,11/03/2009 12:52:44,2626,TKSC,04/01/2009 00:00:00
35779,11/03/2009 12:52:44,2572,TKMA,04/01/2009 00:00:00
35782,11/03/2009 18:00:35,2674,TKMA,04/01/2009 00:00:00
35782,11/03/2009 18:00:35,2401,TKSC,04/01/2009 00:00:00
35782,11/03/2009 18:00:35,2489,TKSS,04/01/2009 00:00:00
35782,11/03/2009 18:00:35,4,TKSY,04/01/2009 00:00:00
35782,11/03/2009 18:00:35,2807,TKLA,04/01/2009 00:00:00
35783,11/03/2009 18:00:36,2294,TKMA,04/01/2009 00:00:00
35783,11/03/2009 18:00:36,2400,TKSC,04/01/2009 00:00:00
35783,11/03/2009 18:00:36,2417,TKSS,04/01/2009 00:00:00
35783,11/03/2009 18:00:36,3,TKSY,04/01/2009 00:00:00
35783,11/03/2009 18:00:36,2400,TKLA,04/01/2009 00:00:00
35784,11/03/2009 18:00:36,2572,TKMA,04/01/2009 00:00:00
35784,11/03/2009 18:00:36,2475,TKSC,04/01/2009 00:00:00
35784,11/03/2009 18:00:36,2543,TKSS,04/01/2009 00:00:00
35784,11/03/2009 18:00:36,4,TKSY,04/01/2009 00:00:00
35784,11/03/2009 18:00:36,2603,TKLA,04/01/2009 00:00:00
35785,11/03/2009 18:00:37,2333,TKMA,04/01/2007 00:00:00
35785,11/03/2009 18:00:37,2184,TKSC,04/01/2007 00:00:00
35785,11/03/2009 18:00:37,2357,TKSS,04/01/2007 00:00:00
35785,11/03/2009 18:00:37,4,TKSY,04/01/2007 00:00:00
35785,11/03/2009 18:00:37,2571,TKLA,04/01/2007 00:00:00
35786,11/03/2009 18:00:38,2956,TKLA,04/01/2009 00:00:00
35786,11/03/2009 18:00:38,4,TKSY,04/01/2009 00:00:00
35786,11/03/2009 18:00:38,2635,TKSS,04/01/2009 00:00:00
35786,11/03/2009 18:00:38,2626,TKSC,04/01/2009 00:00:00
35786,11/03/2009 18:00:38,2572,TKMA,04/01/2009 00:00:00
35787,11/03/2009 19:02:36,30,A05,11/03/2009 00:00:00
35787,11/03/2009 19:02:36,1320,SATT,11/03/2009 00:00:00
35791,11/04/2009 11:36:40,2401,TKSC,04/01/2009 00:00:00
35791,11/04/2009 11:36:40,2807,TKLA,04/01/2009 00:00:00
35791,11/04/2009 11:36:40,2489,TKSS,04/01/2009 00:00:00
35791,11/04/2009 11:36:40,4,TKSY,04/01/2009 00:00:00
35791,11/04/2009 11:36:40,2674,TKMA,04/01/2009 00:00:00
35792,11/04/2009 11:36:41,2294,TKMA,04/01/2009 00:00:00
35792,11/04/2009 11:36:41,2400,TKSC,04/01/2009 00:00:00
35792,11/04/2009 11:36:41,2417,TKSS,04/01/2009 00:00:00
35792,11/04/2009 11:36:41,3,TKSY,04/01/2009 00:00:00
35792,11/04/2009 11:36:41,2400,TKLA,04/01/2009 00:00:00
35793,11/04/2009 11:36:42,2572,TKMA,04/01/2009 00:00:00
35793,11/04/2009 11:36:42,2475,TKSC,04/01/2009 00:00:00
35793,11/04/2009 11:36:42,2543,TKSS,04/01/2009 00:00:00
35793,11/04/2009 11:36:42,4,TKSY,04/01/2009 00:00:00
35793,11/04/2009 11:36:42,2603,TKLA,04/01/2009 00:00:00
35794,11/04/2009 11:36:42,2333,TKMA,04/01/2007 00:00:00
35794,11/04/2009 11:36:42,2184,TKSC,04/01/2007 00:00:00
35794,11/04/2009 11:36:42,2357,TKSS,04/01/2007 00:00:00
35794,11/04/2009 11:36:42,4,TKSY,04/01/2007 00:00:00
35794,11/04/2009 11:36:42,2571,TKLA,04/01/2007 00:00:00
35795,11/04/2009 11:36:43,2956,TKLA,04/01/2009 00:00:00
35795,11/04/2009 11:36:43,4,TKSY,04/01/2009 00:00:00
35795,11/04/2009 11:36:43,2635,TKSS,04/01/2009 00:00:00
35795,11/04/2009 11:36:43,2626,TKSC,04/01/2009 00:00:00
35795,11/04/2009 11:36:43,2572,TKMA,04/01/2009 00:00:00
35796,11/04/2009 12:56:35,2674,TKMA,04/01/2009 00:00:00
35796,11/04/2009 12:56:35,2401,TKSC,04/01/2009 00:00:00
35796,11/04/2009 12:56:35,2489,TKSS,04/01/2009 00:00:00
35796,11/04/2009 12:56:35,4,TKSY,04/01/2009 00:00:00
35796,11/04/2009 12:56:35,2807,TKLA,04/01/2009 00:00:00
35797,11/04/2009 12:56:36,3,TKSY,04/01/2009 00:00:00
35797,11/04/2009 12:56:36,2400,TKLA,04/01/2009 00:00:00
35797,11/04/2009 12:56:36,2400,TKSC,04/01/2009 00:00:00
35797,11/04/2009 12:56:36,2294,TKMA,04/01/2009 00:00:00
35797,11/04/2009 12:56:36,2417,TKSS,04/01/2009 00:00:00
35798,11/04/2009 12:56:36,2572,TKMA,04/01/2009 00:00:00
35798,11/04/2009 12:56:36,2475,TKSC,04/01/2009 00:00:00
35798,11/04/2009 12:56:36,2543,TKSS,04/01/2009 00:00:00
35798,11/04/2009 12:56:36,4,TKSY,04/01/2009 00:00:00
35798,11/04/2009 12:56:36,2603,TKLA,04/01/2009 00:00:00
35799,11/04/2009 12:56:37,2333,TKMA,04/01/2007 00:00:00
35799,11/04/2009 12:56:37,2184,TKSC,04/01/2007 00:00:00
35799,11/04/2009 12:56:37,2357,TKSS,04/01/2007 00:00:00
35799,11/04/2009 12:56:37,4,TKSY,04/01/2007 00:00:00
35799,11/04/2009 12:56:37,2571,TKLA,04/01/2007 00:00:00
35800,11/04/2009 12:56:38,2956,TKLA,04/01/2009 00:00:00
35800,11/04/2009 12:56:38,4,TKSY,04/01/2009 00:00:00
35800,11/04/2009 12:56:38,2635,TKSS,04/01/2009 00:00:00
35800,11/04/2009 12:56:38,2626,TKSC,04/01/2009 00:00:00
35800,11/04/2009 12:56:38,2572,TKMA,04/01/2009 00:00:00
35814,11/10/2009 17:00:28,1320,SATT,11/10/2009 00:00:00
35814,11/10/2009 17:00:28,30,A05,11/10/2009 00:00:00
35816,11/10/2009 17:35:21,1360,SATT,11/10/2009 00:00:00
35816,11/10/2009 17:35:21,31,A05,11/10/2009 00:00:00
35817,11/11/2009 13:16:04,35,A05,11/11/2009 00:00:00
35817,11/11/2009 13:16:05,1560,SATT,11/11/2009 00:00:00
35818,11/11/2009 13:23:06,1510,SATT,11/11/2009 00:00:00
35818,11/11/2009 13:23:06,34,A05,11/11/2009 00:00:00
35820,04/14/2011 21:50:58,117,APRC,03/09/2011 00:00:00
35831,11/13/2009 14:44:38,2674,TKMA,04/01/2009 00:00:00
35831,11/13/2009 14:44:38,2401,TKSC,04/01/2009 00:00:00
35831,11/13/2009 14:44:38,2489,TKSS,04/01/2009 00:00:00
35831,11/13/2009 14:44:38,4,TKSY,04/01/2009 00:00:00
35831,11/13/2009 14:44:38,2807,TKLA,04/01/2009 00:00:00
35832,11/13/2009 14:44:38,2294,TKMA,04/01/2009 00:00:00
35832,11/13/2009 14:44:38,2400,TKSC,04/01/2009 00:00:00
35832,11/13/2009 14:44:38,2417,TKSS,04/01/2009 00:00:00
35832,11/13/2009 14:44:38,3,TKSY,04/01/2009 00:00:00
35832,11/13/2009 14:44:38,2400,TKLA,04/01/2009 00:00:00
35833,11/13/2009 14:44:39,2603,TKLA,04/01/2009 00:00:00
35833,11/13/2009 14:44:39,4,TKSY,04/01/2009 00:00:00
35833,11/13/2009 14:44:39,2475,TKSC,04/01/2009 00:00:00
35833,11/13/2009 14:44:39,2572,TKMA,04/01/2009 00:00:00
35833,11/13/2009 14:44:39,2543,TKSS,04/01/2009 00:00:00
35834,11/13/2009 14:44:39,2184,TKSC,04/01/2007 00:00:00
35834,11/13/2009 14:44:39,2333,TKMA,04/01/2007 00:00:00
35834,11/13/2009 14:44:40,4,TKSY,04/01/2007 00:00:00
35834,11/13/2009 14:44:40,2357,TKSS,04/01/2007 00:00:00
35834,11/13/2009 14:44:40,2571,TKLA,04/01/2007 00:00:00
35835,11/13/2009 14:44:40,2956,TKLA,04/01/2009 00:00:00
35835,11/13/2009 14:44:40,4,TKSY,04/01/2009 00:00:00
35835,11/13/2009 14:44:40,2635,TKSS,04/01/2009 00:00:00
35835,11/13/2009 14:44:40,2626,TKSC,04/01/2009 00:00:00
35835,11/13/2009 14:44:40,2572,TKMA,04/01/2009 00:00:00
35836,11/14/2009 09:36:03,87,G05,01/15/2009 00:00:00
35838,11/15/2009 15:19:31,87,G05,11/15/2007 00:00:00
35839,11/16/2009 09:36:47,2674,TKMA,04/01/2009 00:00:00
35839,11/16/2009 09:36:47,2401,TKSC,04/01/2009 00:00:00
35839,11/16/2009 09:36:47,2489,TKSS,04/01/2009 00:00:00
35839,11/16/2009 09:36:47,4,TKSY,04/01/2009 00:00:00
35839,11/16/2009 09:36:47,2807,TKLA,04/01/2009 00:00:00
35840,11/16/2009 09:36:48,2294,TKMA,04/01/2009 00:00:00
35840,11/16/2009 09:36:48,2400,TKSC,04/01/2009 00:00:00
35840,11/16/2009 09:36:48,2417,TKSS,04/01/2009 00:00:00
35840,11/16/2009 09:36:48,3,TKSY,04/01/2009 00:00:00
35840,11/16/2009 09:36:48,2400,TKLA,04/01/2009 00:00:00
35841,11/16/2009 09:36:49,2572,TKMA,04/01/2009 00:00:00
35841,11/16/2009 09:36:49,2475,TKSC,04/01/2009 00:00:00
35841,11/16/2009 09:36:49,2543,TKSS,04/01/2009 00:00:00
35841,11/16/2009 09:36:49,4,TKSY,04/01/2009 00:00:00
35841,11/16/2009 09:36:49,2603,TKLA,04/01/2009 00:00:00
35842,11/16/2009 09:36:49,2333,TKMA,04/01/2007 00:00:00
35842,11/16/2009 09:36:49,2184,TKSC,04/01/2007 00:00:00
35842,11/16/2009 09:36:49,2357,TKSS,04/01/2007 00:00:00
35842,11/16/2009 09:36:49,4,TKSY,04/01/2007 00:00:00
35842,11/16/2009 09:36:49,2571,TKLA,04/01/2007 00:00:00
35843,11/16/2009 09:36:50,2956,TKLA,04/01/2009 00:00:00
35843,11/16/2009 09:36:50,4,TKSY,04/01/2009 00:00:00
35843,11/16/2009 09:36:50,2635,TKSS,04/01/2009 00:00:00
35843,11/16/2009 09:36:50,2626,TKSC,04/01/2009 00:00:00
35843,11/16/2009 09:36:50,2572,TKMA,04/01/2009 00:00:00
35844,11/17/2009 00:58:36,1320,SATT,11/17/2009 00:00:00
35844,11/17/2009 00:58:36,30,A05,11/17/2009 00:00:00
35848,11/18/2009 13:10:58,30,A05,11/18/2009 00:00:00
35848,11/18/2009 13:10:59,1320,SATT,11/18/2009 00:00:00
35851,11/18/2009 22:17:00,2674,TKMA,04/01/2009 00:00:00
35851,11/18/2009 22:17:00,2401,TKSC,04/01/2009 00:00:00
35851,11/18/2009 22:17:00,2489,TKSS,04/01/2009 00:00:00
35851,11/18/2009 22:17:00,4,TKSY,04/01/2009 00:00:00
35851,11/18/2009 22:17:00,2807,TKLA,04/01/2009 00:00:00
35852,11/18/2009 22:17:00,2400,TKLA,04/01/2009 00:00:00
35852,11/18/2009 22:17:00,3,TKSY,04/01/2009 00:00:00
35852,11/18/2009 22:17:00,2400,TKSC,04/01/2009 00:00:00
35852,11/18/2009 22:17:00,2294,TKMA,04/01/2009 00:00:00
35852,11/18/2009 22:17:00,2417,TKSS,04/01/2009 00:00:00
35853,11/18/2009 22:17:01,2572,TKMA,04/01/2009 00:00:00
35853,11/18/2009 22:17:01,2475,TKSC,04/01/2009 00:00:00
35853,11/18/2009 22:17:01,2603,TKLA,04/01/2009 00:00:00
35853,11/18/2009 22:17:01,4,TKSY,04/01/2009 00:00:00
35853,11/18/2009 22:17:01,2543,TKSS,04/01/2009 00:00:00
35854,11/18/2009 22:17:02,2333,TKMA,04/01/2007 00:00:00
35854,11/18/2009 22:17:02,2184,TKSC,04/01/2007 00:00:00
35854,11/18/2009 22:17:02,2357,TKSS,04/01/2007 00:00:00
35854,11/18/2009 22:17:02,4,TKSY,04/01/2007 00:00:00
35854,11/18/2009 22:17:02,2571,TKLA,04/01/2007 00:00:00
35855,11/18/2009 22:17:02,2956,TKLA,04/01/2009 00:00:00
35855,11/18/2009 22:17:02,4,TKSY,04/01/2009 00:00:00
35855,11/18/2009 22:17:02,2635,TKSS,04/01/2009 00:00:00
35855,11/18/2009 22:17:02,2626,TKSC,04/01/2009 00:00:00
35855,11/18/2009 22:17:02,2572,TKMA,04/01/2009 00:00:00
35856,11/19/2009 11:32:44,2674,TKMA,04/01/2009 00:00:00
35856,11/19/2009 11:32:44,2401,TKSC,04/01/2009 00:00:00
35856,11/19/2009 11:32:44,2489,TKSS,04/01/2009 00:00:00
35856,11/19/2009 11:32:44,4,TKSY,04/01/2009 00:00:00
35856,11/19/2009 11:32:44,2807,TKLA,04/01/2009 00:00:00
35857,11/19/2009 11:32:45,2294,TKMA,04/01/2009 00:00:00
35857,11/19/2009 11:32:45,2400,TKSC,04/01/2009 00:00:00
35857,11/19/2009 11:32:45,2417,TKSS,04/01/2009 00:00:00
35857,11/19/2009 11:32:45,3,TKSY,04/01/2009 00:00:00
35857,11/19/2009 11:32:45,2400,TKLA,04/01/2009 00:00:00
35858,11/19/2009 11:32:45,2572,TKMA,04/01/2009 00:00:00
35858,11/19/2009 11:32:45,2475,TKSC,04/01/2009 00:00:00
35858,11/19/2009 11:32:45,2543,TKSS,04/01/2009 00:00:00
35858,11/19/2009 11:32:45,4,TKSY,04/01/2009 00:00:00
35858,11/19/2009 11:32:45,2603,TKLA,04/01/2009 00:00:00
35859,11/19/2009 11:32:46,2333,TKMA,04/01/2007 00:00:00
35859,11/19/2009 11:32:46,2184,TKSC,04/01/2007 00:00:00
35859,11/19/2009 11:32:46,2357,TKSS,04/01/2007 00:00:00
35859,11/19/2009 11:32:46,4,TKSY,04/01/2007 00:00:00
35859,11/19/2009 11:32:46,2571,TKLA,04/01/2007 00:00:00
35860,11/19/2009 11:32:46,2956,TKLA,04/01/2009 00:00:00
35860,11/19/2009 11:32:46,4,TKSY,04/01/2009 00:00:00
35860,11/19/2009 11:32:46,2635,TKSS,04/01/2009 00:00:00
35860,11/19/2009 11:32:46,2626,TKSC,04/01/2009 00:00:00
35860,11/19/2009 11:32:46,2572,TKMA,04/01/2009 00:00:00
35861,10/17/2011 14:49:44,1360,SATT,10/10/2010 00:00:00
35861,10/17/2011 14:49:44,31,A05,10/10/2010 00:00:00
35868,11/26/2009 11:40:40,2674,TKMA,04/01/2009 00:00:00
35868,11/26/2009 11:40:40,2401,TKSC,04/01/2009 00:00:00
35868,11/26/2009 11:40:40,2489,TKSS,04/01/2009 00:00:00
35868,11/26/2009 11:40:40,4,TKSY,04/01/2009 00:00:00
35868,11/26/2009 11:40:40,2807,TKLA,04/01/2009 00:00:00
35869,11/26/2009 11:40:41,2400,TKSC,04/01/2009 00:00:00
35869,11/26/2009 11:40:41,2294,TKMA,04/01/2009 00:00:00
35869,11/26/2009 11:40:41,2417,TKSS,04/01/2009 00:00:00
35869,11/26/2009 11:40:41,3,TKSY,04/01/2009 00:00:00
35869,11/26/2009 11:40:41,2400,TKLA,04/01/2009 00:00:00
35870,11/26/2009 11:40:41,2572,TKMA,04/01/2009 00:00:00
35870,11/26/2009 11:40:41,2475,TKSC,04/01/2009 00:00:00
35870,11/26/2009 11:40:41,2543,TKSS,04/01/2009 00:00:00
35870,11/26/2009 11:40:41,4,TKSY,04/01/2009 00:00:00
35870,11/26/2009 11:40:41,2603,TKLA,04/01/2009 00:00:00
35871,11/26/2009 11:40:42,2333,TKMA,04/01/2007 00:00:00
35871,11/26/2009 11:40:42,2184,TKSC,04/01/2007 00:00:00
35871,11/26/2009 11:40:42,2357,TKSS,04/01/2007 00:00:00
35871,11/26/2009 11:40:42,4,TKSY,04/01/2007 00:00:00
35871,11/26/2009 11:40:42,2571,TKLA,04/01/2007 00:00:00
35872,11/26/2009 11:40:42,2956,TKLA,04/01/2009 00:00:00
35872,11/26/2009 11:40:42,4,TKSY,04/01/2009 00:00:00
35872,11/26/2009 11:40:42,2635,TKSS,04/01/2009 00:00:00
35872,11/26/2009 11:40:42,2626,TKSC,04/01/2009 00:00:00
35872,11/26/2009 11:40:42,2572,TKMA,04/01/2009 00:00:00
35873,11/26/2009 12:36:35,2807,TKLA,04/01/2009 00:00:00
35873,11/26/2009 12:36:35,4,TKSY,04/01/2009 00:00:00
35873,11/26/2009 12:36:35,2401,TKSC,04/01/2009 00:00:00
35873,11/26/2009 12:36:35,2674,TKMA,04/01/2009 00:00:00
35873,11/26/2009 12:36:35,2489,TKSS,04/01/2009 00:00:00
35874,11/26/2009 12:36:35,2294,TKMA,04/01/2009 00:00:00
35874,11/26/2009 12:36:35,2400,TKSC,04/01/2009 00:00:00
35874,11/26/2009 12:36:35,2417,TKSS,04/01/2009 00:00:00
35874,11/26/2009 12:36:35,3,TKSY,04/01/2009 00:00:00
35874,11/26/2009 12:36:35,2400,TKLA,04/01/2009 00:00:00
35875,11/26/2009 12:36:36,2572,TKMA,04/01/2009 00:00:00
35875,11/26/2009 12:36:36,2475,TKSC,04/01/2009 00:00:00
35875,11/26/2009 12:36:36,2543,TKSS,04/01/2009 00:00:00
35875,11/26/2009 12:36:36,4,TKSY,04/01/2009 00:00:00
35875,11/26/2009 12:36:36,2603,TKLA,04/01/2009 00:00:00
35876,11/26/2009 12:36:37,2333,TKMA,04/01/2007 00:00:00
35876,11/26/2009 12:36:37,2184,TKSC,04/01/2007 00:00:00
35876,11/26/2009 12:36:37,2357,TKSS,04/01/2007 00:00:00
35876,11/26/2009 12:36:37,4,TKSY,04/01/2007 00:00:00
35876,11/26/2009 12:36:37,2571,TKLA,04/01/2007 00:00:00
35877,11/26/2009 12:36:38,2956,TKLA,04/01/2009 00:00:00
35877,11/26/2009 12:36:38,4,TKSY,04/01/2009 00:00:00
35877,11/26/2009 12:36:38,2635,TKSS,04/01/2009 00:00:00
35877,11/26/2009 12:36:38,2626,TKSC,04/01/2009 00:00:00
35877,11/26/2009 12:36:38,2572,TKMA,04/01/2009 00:00:00
35883,08/13/2010 16:16:41,86,COMM,08/13/2010 00:00:00
35883,08/13/2010 16:16:42,78,COMW,08/13/2010 00:00:00
35883,08/13/2010 16:16:42,82,COMR,08/13/2010 00:00:00
35887,07/27/2010 19:11:11,600,S01,06/01/2010 00:00:00
35887,07/27/2010 19:11:43,1200,SATC,06/01/2010 00:00:00
35887,07/27/2010 19:11:43,26,A05,06/01/2010 00:00:00
35887,07/27/2010 19:11:43,600,S02,06/01/2010 00:00:00
35888,12/06/2009 14:23:17,550,S01,11/01/2009 00:00:00
35888,12/06/2009 14:23:18,26,A05,11/01/2009 00:00:00
35888,12/06/2009 14:23:18,550,S02,11/01/2009 00:00:00
35888,12/06/2009 14:23:18,1100,SATC,11/01/2009 00:00:00
35890,04/03/2012 16:31:26,30,A05,04/03/2012 00:00:00
35890,04/03/2012 16:31:27,1320,SATT,04/03/2012 00:00:00
35894,12/12/2009 11:21:29,1320,SATT,10/10/2009 00:00:00
35894,12/12/2009 11:21:29,30,A05,10/10/2009 00:00:00
35897,12/14/2009 13:35:02,1320,SATT,12/14/2009 00:00:00
35897,12/14/2009 13:35:02,30,A05,12/14/2009 00:00:00
35901,12/17/2009 15:45:50,780,S01,11/11/2009 00:00:00
35901,12/17/2009 15:46:06,1560,SATT,09/09/2009 00:00:00
35901,12/17/2009 15:46:06,35,A05,09/09/2009 00:00:00
35901,12/17/2009 15:46:28,800,S02,11/11/2009 00:00:00
35902,10/17/2011 12:58:09,1240,SATT,10/10/2010 00:00:00
35902,10/17/2011 12:58:09,28,A05,10/10/2010 00:00:00
35908,10/17/2011 15:15:41,28,A05,10/10/2010 00:00:00
35908,10/17/2011 15:15:41,1240,SATT,10/10/2010 00:00:00
35932,01/12/2010 10:23:32,32,A05,12/15/2009 00:00:00
35932,01/12/2010 10:23:33,1410,SATT,12/15/2009 00:00:00
35934,01/13/2010 07:49:09,32,A05,12/15/2009 00:00:00
35934,01/13/2010 07:49:09,1410,SATT,12/15/2009 00:00:00
35941,01/21/2010 19:51:48,550,S01,11/01/2009 00:00:00
35941,01/21/2010 19:51:48,1100,SATC,11/01/2009 00:00:00
35941,01/21/2010 19:51:49,26,A05,11/01/2009 00:00:00
35941,01/21/2010 19:52:02,550,S02,11/01/2009 00:00:00
35944,01/22/2010 10:04:32,600,S01,01/04/2010 00:00:00
35944,01/22/2010 10:04:58,1200,SATC,01/04/2010 00:00:00
35944,01/22/2010 10:04:58,600,S02,01/04/2010 00:00:00
35944,01/22/2010 10:04:58,26,A05,01/04/2010 00:00:00
35945,01/21/2010 19:53:34,600,S01,11/01/2009 00:00:00
35945,01/21/2010 19:53:44,600,S02,11/01/2009 00:00:00
35945,01/21/2010 19:53:55,1200,SATC,11/01/2009 00:00:00
35945,01/21/2010 19:53:56,26,A05,11/01/2009 00:00:00
35946,01/21/2010 19:56:24,600,S01,11/01/2009 00:00:00
35946,01/21/2010 19:56:41,600,S02,11/01/2009 00:00:00
35946,01/21/2010 19:56:41,1200,SATC,11/01/2009 00:00:00
35946,01/21/2010 19:56:41,26,A05,11/01/2009 00:00:00
35947,01/21/2010 19:57:58,580,S01,11/01/2009 00:00:00
35947,01/21/2010 19:59:30,1160,SATC,11/01/2009 00:00:00
35947,01/21/2010 19:59:30,580,S02,11/01/2009 00:00:00
35947,01/21/2010 19:59:30,25,A05,11/01/2009 00:00:00
35948,01/21/2010 20:00:17,550,S01,11/01/2009 00:00:00
35948,01/21/2010 20:00:36,1100,SATC,11/01/2009 00:00:00
35948,01/21/2010 20:00:36,550,S02,11/01/2009 00:00:00
35948,01/21/2010 20:00:36,26,A05,11/01/2009 00:00:00
35954,02/01/2010 18:18:01,600,S01,11/10/2009 00:00:00
35954,02/01/2010 18:18:25,1200,SATC,11/10/2009 00:00:00
35954,02/01/2010 18:18:25,600,S02,11/10/2009 00:00:00
35954,02/01/2010 18:18:25,26,A05,11/10/2009 00:00:00
35955,02/01/2010 18:19:04,620,S01,11/10/2009 00:00:00
35955,02/01/2010 18:19:28,620,S02,11/10/2009 00:00:00
35955,02/01/2010 18:19:28,1240,SATC,11/10/2009 00:00:00
35955,02/01/2010 18:19:28,28,A05,11/10/2009 00:00:00
35956,02/01/2010 18:20:29,650,S01,11/10/2009 00:00:00
35956,02/01/2010 18:20:44,1300,SATC,11/10/2009 00:00:00
35956,02/01/2010 18:20:44,29,A05,11/10/2009 00:00:00
35956,02/01/2010 18:20:44,650,S02,11/10/2009 00:00:00
35968,02/02/2010 09:48:11,600,S01,11/10/2009 00:00:00
35968,02/02/2010 09:48:32,1200,SATC,11/10/2009 00:00:00
35968,02/02/2010 09:48:32,26,A05,11/10/2009 00:00:00
35968,02/02/2010 09:48:32,600,S02,11/10/2009 00:00:00
35988,02/07/2010 13:44:48,1320,SATT,02/07/2010 00:00:00
35988,02/07/2010 13:44:48,30,A05,02/07/2010 00:00:00
35993,02/08/2010 20:19:19,30,A05,02/08/2010 00:00:00
35993,02/08/2010 20:19:19,1320,SATT,02/08/2010 00:00:00
35995,02/09/2010 11:49:44,1410,SATT,02/09/2010 00:00:00
35995,02/09/2010 11:49:44,32,A05,02/09/2010 00:00:00
36000,02/11/2010 10:26:21,600,S01,11/09/2009 00:00:00
36000,02/11/2010 10:26:41,26,A05,11/09/2009 00:00:00
36000,02/11/2010 10:26:41,1200,SATC,11/09/2009 00:00:00
36000,02/11/2010 10:26:41,600,S02,11/09/2009 00:00:00
36001,02/12/2010 07:10:43,600,S01,11/09/2009 00:00:00
36001,02/12/2010 07:11:00,26,A05,11/09/2009 00:00:00
36001,02/12/2010 07:11:00,1200,SATC,11/09/2009 00:00:00
36001,02/12/2010 07:11:00,600,S02,11/09/2009 00:00:00
36002,02/15/2010 19:56:58,32,A05,10/01/2009 00:00:00
36002,02/15/2010 19:56:59,1410,SATT,10/01/2009 00:00:00
36003,02/16/2010 10:06:11,30,A05,02/16/2010 00:00:00
36003,02/16/2010 10:06:11,1320,SATT,02/16/2010 00:00:00
36007,02/17/2010 08:55:17,34,A05,02/17/2010 00:00:00
36007,02/17/2010 08:55:18,1510,SATT,02/17/2010 00:00:00
36010,02/17/2010 17:22:48,32,A05,02/17/2010 00:00:00
36010,02/17/2010 17:22:49,1410,SATT,02/17/2010 00:00:00
36013,02/24/2010 15:24:14,27,A05,11/06/2009 00:00:00
36015,02/24/2010 16:52:46,26,A05,11/06/2009 00:00:00
36017,03/01/2010 18:30:48,720,G03,10/10/2009 00:00:00
36018,03/02/2010 23:32:01,724,G03,10/10/2009 00:00:00
36020,03/03/2010 21:11:02,700,G03,10/10/2009 00:00:00
36021,03/04/2010 12:11:14,600,S01,03/04/2010 00:00:00
36026,03/09/2010 09:53:13,600,G03,02/01/2010 00:00:00
36028,03/10/2010 09:17:53,600,G03,01/01/2009 00:00:00
36032,03/15/2010 10:08:57,550,G03,02/01/2009 00:00:00
36033,03/10/2010 18:01:54,200,G03,01/01/2001 00:00:00
36037,03/11/2010 16:59:08,556,G03,01/01/2010 00:00:00
36038,03/11/2010 17:14:13,566,G03,02/01/2010 00:00:00
36047,03/14/2010 23:01:03,600,G03,02/01/2009 00:00:00
36067,07/11/2011 12:08:10,34,APEA,01/20/2011 00:00:00
36067,07/11/2011 12:08:11,109,APEN,01/20/2011 00:00:00
36080,03/26/2010 12:23:52,26,A01,02/28/2010 00:00:00
36080,03/26/2010 12:23:53,26,A02,02/28/2010 00:00:00
36080,03/26/2010 12:23:53,26,A05,02/28/2010 00:00:00
36080,03/26/2010 12:23:53,1150,SATT,02/28/2010 00:00:00
36084,03/31/2010 11:06:09,35,A05,03/31/2010 00:00:00
36084,03/31/2010 11:06:09,1560,SATT,03/31/2010 00:00:00
36084,03/31/2010 11:07:25,80,S03,03/31/2010 00:00:00
36097,03/31/2010 12:38:33,1280,SATT,02/01/2010 00:00:00
36097,03/31/2010 12:38:33,29,A05,02/01/2010 00:00:00
36105,03/31/2010 15:33:08,1560,SATT,03/31/2010 00:00:00
36105,03/31/2010 15:33:08,35,A05,03/31/2010 00:00:00
36106,03/31/2010 19:24:22,29,A05,02/01/2010 00:00:00
36106,03/31/2010 19:24:22,1280,SATT,02/01/2010 00:00:00
36118,06/14/2010 16:09:32,1250,SATC,06/14/2010 00:00:00
36119,04/14/2010 16:00:24,24,A05,02/01/2010 00:00:00
36119,04/14/2010 16:00:26,1060,SATT,02/01/2010 00:00:00
36123,04/19/2010 20:00:32,1050,GREC,04/19/2010 00:00:00
36123,04/19/2010 20:07:18,560,GR01,01/10/2010 00:00:00
36123,04/19/2010 20:07:18,710,GR02,01/10/2010 00:00:00
36123,04/19/2010 20:07:18,4.0,GR03,01/10/2010 00:00:00
36124,04/19/2010 20:15:53,628,GR02,04/19/2010 00:00:00
36124,04/19/2010 20:15:53,540,GR01,04/19/2010 00:00:00
36124,04/19/2010 20:15:53,4.5,GR03,04/19/2010 00:00:00
36125,04/19/2010 20:21:56,570,GR02,04/19/2010 00:00:00
36125,04/19/2010 20:21:56,3.8,GR03,04/19/2010 00:00:00
36125,04/19/2010 20:21:56,620,GR01,04/19/2010 00:00:00
36127,04/19/2010 20:33:02,3.9,GR03,04/19/2010 00:00:00
36127,04/19/2010 20:33:02,580,GR02,04/19/2010 00:00:00
36127,04/19/2010 20:33:02,572,GR01,04/19/2010 00:00:00
36128,04/19/2010 20:41:28,526,GR01,04/19/2010 00:00:00
36128,04/19/2010 20:41:28,510,GR02,04/19/2010 00:00:00
36128,04/19/2010 20:41:28,4.2,GR03,04/19/2010 00:00:00
36129,04/20/2010 10:54:28,1240,SATT,04/01/2010 00:00:00
36129,04/20/2010 10:54:28,28,A05,04/01/2010 00:00:00
36129,07/15/2010 23:00:10,115,T02,07/15/2010 00:00:00
36130,04/20/2010 12:17:16,568,GR01,04/20/2010 00:00:00
